patch_index,image_id,patch_name,y,x,H,W,patch_size,stride,clahe_clip,clahe_grid,dog_sigma1,dog_sigma2
331,37,37_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
332,37,37_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
333,37,37_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
334,38,38_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
335,38,38_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
336,38,38_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
337,38,38_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
338,38,38_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
339,38,38_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
340,38,38_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
341,38,38_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
342,38,38_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
343,39,39_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
344,39,39_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
345,39,39_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
346,39,39_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
347,39,39_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
348,39,39_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
349,39,39_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
350,39,39_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
351,39,39_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
352,40,40_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
353,40,40_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
354,40,40_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
355,40,40_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
356,40,40_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
357,40,40_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
358,40,40_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
359,40,40_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
360,40,40_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
361,41,41_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
362,41,41_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
363,41,41_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
364,41,41_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
365,41,41_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
366,41,41_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
367,41,41_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
368,41,41_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
369,41,41_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
370,42,42_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
371,42,42_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
372,42,42_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
373,42,42_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
374,42,42_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
375,42,42_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
376,42,42_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
377,42,42_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
378,42,42_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
379,43,43_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
380,43,43_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
381,43,43_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
382,43,43_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
383,43,43_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
384,43,43_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
385,43,43_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
386,43,43_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
387,43,43_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
388,44,44_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
389,44,44_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
390,44,44_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
391,44,44_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
392,44,44_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
393,44,44_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
394,44,44_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
395,44,44_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
396,44,44_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
397,45,45_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
398,45,45_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
399,45,45_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
400,45,45_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
401,45,45_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
402,45,45_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
403,45,45_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
404,45,45_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
405,45,45_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
406,46,46_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
407,46,46_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
408,46,46_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
409,46,46_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
410,46,46_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
411,46,46_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
412,46,46_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
413,46,46_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
414,46,46_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
415,47,47_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
416,47,47_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
417,47,47_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
418,47,47_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
419,47,47_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
420,47,47_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
421,47,47_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
422,47,47_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
423,47,47_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
424,48,48_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
425,48,48_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
426,48,48_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
427,48,48_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
428,48,48_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
429,48,48_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
430,48,48_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
431,48,48_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
432,48,48_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
433,49,49_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
434,49,49_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
435,49,49_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
436,49,49_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
437,49,49_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
438,49,49_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
439,49,49_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
440,49,49_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
441,49,49_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
442,50,50_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
443,50,50_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
444,50,50_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
445,50,50_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
446,50,50_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
447,50,50_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
448,50,50_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
449,50,50_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
450,50,50_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
451,51,51_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
452,51,51_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
453,51,51_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
454,51,51_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
455,51,51_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
456,51,51_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
457,51,51_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
458,51,51_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
459,51,51_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
460,52,52_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
461,52,52_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
462,52,52_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
463,52,52_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
464,52,52_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
465,52,52_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
466,52,52_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
467,52,52_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
468,52,52_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
469,53,53_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
470,53,53_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
471,53,53_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
472,53,53_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
473,53,53_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
474,53,53_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
475,53,53_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
476,53,53_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
477,53,53_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
478,54,54_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
479,54,54_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
480,54,54_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
481,54,54_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
482,54,54_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
483,54,54_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
484,54,54_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
485,54,54_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
486,54,54_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
487,55,55_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
488,55,55_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
489,55,55_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
490,55,55_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
491,55,55_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
492,55,55_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
493,55,55_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
494,55,55_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
495,55,55_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
496,56,56_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
497,56,56_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
498,56,56_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
499,56,56_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
500,56,56_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
501,56,56_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
502,56,56_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
503,56,56_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
504,56,56_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
505,57,57_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
506,57,57_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
507,57,57_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
508,57,57_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
509,57,57_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
510,57,57_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
511,57,57_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
512,57,57_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
513,57,57_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
514,58,58_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
515,58,58_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
516,58,58_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
517,58,58_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
518,58,58_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
519,58,58_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
520,58,58_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
521,58,58_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
522,58,58_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
523,59,59_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
524,59,59_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
525,59,59_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
526,59,59_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
527,59,59_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
528,59,59_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
529,59,59_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
530,59,59_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
531,59,59_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
532,60,60_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
533,60,60_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
534,60,60_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
535,60,60_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
536,60,60_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
537,60,60_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
538,60,60_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
539,60,60_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
540,60,60_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
541,61,61_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
542,61,61_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
543,61,61_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
544,61,61_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
545,61,61_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
546,61,61_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
547,61,61_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
548,61,61_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
549,61,61_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
550,62,62_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
551,62,62_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
552,62,62_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
553,62,62_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
554,62,62_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
555,62,62_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
556,62,62_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
557,62,62_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
558,62,62_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
559,63,63_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
560,63,63_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
561,63,63_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
562,63,63_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
563,63,63_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
564,63,63_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
565,63,63_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
566,63,63_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
567,63,63_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
568,64,64_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
569,64,64_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
570,64,64_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
571,64,64_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
572,64,64_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
573,64,64_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
574,64,64_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
575,64,64_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
576,64,64_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
577,65,65_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
578,65,65_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
579,65,65_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
580,65,65_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
581,65,65_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
582,65,65_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
583,65,65_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
584,65,65_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
585,65,65_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
586,66,66_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
587,66,66_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
588,66,66_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
589,66,66_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
590,66,66_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
591,66,66_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
592,66,66_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
593,66,66_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
594,66,66_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
595,67,67_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
596,67,67_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
597,67,67_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
598,67,67_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
599,67,67_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
600,67,67_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
601,67,67_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
602,67,67_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
603,67,67_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
604,68,68_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
605,68,68_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
606,68,68_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
607,68,68_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
608,68,68_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
609,68,68_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
610,68,68_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
611,68,68_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
612,68,68_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
613,69,69_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
614,69,69_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
615,69,69_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
616,69,69_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
617,69,69_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
618,69,69_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
619,69,69_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
620,69,69_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
621,69,69_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
622,70,70_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
623,70,70_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
624,70,70_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
625,70,70_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
626,70,70_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
627,70,70_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
628,70,70_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
629,70,70_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
630,70,70_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
631,71,71_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
632,71,71_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
633,71,71_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
634,71,71_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
635,71,71_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
636,71,71_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
637,71,71_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
638,71,71_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
639,71,71_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
640,72,72_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
641,72,72_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
642,72,72_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
643,72,72_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
644,72,72_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
645,72,72_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
646,72,72_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
647,72,72_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
648,72,72_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
649,73,73_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
650,73,73_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
651,73,73_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
652,73,73_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
653,73,73_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
654,73,73_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
655,73,73_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
656,73,73_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
657,73,73_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
658,74,74_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
659,74,74_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
660,74,74_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
661,74,74_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
